"run_id","id","db_id","difficulty","primary_trace_class","primary_trace_subcategory","control_flow_class","control_flow_subcategory","semantic_error_class","semantic_subcategory","attribution_scope","sql_change_type","retrieval_diagnostic","gold_detail_table_misses","gold_detail_column_name_misses","final_tables_outside_detailed_context","question","predicted_sql","gold_sql","semantic_fix_idea","semantic_notes"
"20260714T090249Z-4d55cdb8","bird_1243","thrombosis_prediction","challenging","TOOL_ERROR","unparseable_execution_observation","","","TOOL_ERROR","unparseable_execution_observation","tool_failure","","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","For all patients who are older than 55 years old, what is the percentage of female who has abnormal prothrombin time (PT)?","SELECT CAST(SUM(CASE WHEN L.PT >= 14 AND P.SEX = 'F' THEN 1 ELSE 0 END) AS REAL) * 100.0 / SUM(CASE WHEN L.PT >= 14 THEN 1 ELSE 0 END) FROM Patient AS P INNER JOIN Laboratory AS L ON P.ID = L.ID WHERE CAST(strftime('%Y', CURRENT_TIMESTAMP) AS INTEGER) - CAST(strftime('%Y', P.Birthday) AS INTEGER) > 55","SELECT CAST(SUM(CASE WHEN T2.PT >= 14 AND T1.SEX = 'F' THEN 1 ELSE 0 END) AS REAL) * 100 / COUNT(CASE WHEN T2.PT >= 14 THEN 1 ELSE 0 END) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE STRFTIME('%Y', CURRENT_TIMESTAMP) - STRFTIME('%Y', T1.Birthday) > 55","",""
"20260714T090249Z-4d55cdb8","bird_1247","thrombosis_prediction","challenging","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","automatic_sql_structure","expression_or_projection_only","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","Among the male patients who have a normal level of white blood cells, how many of them have an abnormal fibrinogen level?","SELECT COUNT(DISTINCT P.ID) FROM Laboratory AS L INNER JOIN Patient AS P ON L.ID = P.ID WHERE P.SEX = 'M' AND L.WBC > 3.5 AND L.WBC < 9.0 AND (L.FG <= 150 OR L.FG >= 450)","SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.FG <= 150 OR T2.FG >= 450 AND T2.WBC > 3.5 AND T2.WBC < 9.0 AND T1.SEX = 'M'","记录过滤字段、取值、时间范围和作用层级后再生成 SQL。","[AUTO confidence=low] 最终 SQL 已执行成功，但结果与 gold 不同；自动规则未发现更具体结构错误，需复核过滤范围或 gold 噪声。"
"20260714T090249Z-4d55cdb8","bird_125","financial","challenging","OUTPUT_CONTRACT","output_column_count_mismatch","","","OUTPUT_CONTRACT","output_column_count_mismatch","automatic_sql_structure","","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","For loans contracts which are still running where client are in debt, list the district of the and the state the percentage unemployment rate increment from year 1995 to 1996.","SELECT DISTINCT district.A2 AS district, district.A3 AS state, ((district.A13 - district.A12) * 100.0 / district.A12) AS unemployment_rate_increment FROM loan JOIN account ON loan.account_id = account.account_id JOIN district ON account.district_id = district.district_id WHERE loan.status = 'D' ORDER BY district.A2, district.A3","SELECT CAST((T3.A13 - T3.A12) AS REAL) * 100 / T3.A12 FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id INNER JOIN district AS T3 ON T2.district_id = T3.district_id WHERE T1.status = 'D'","生成输出契约并检查列数、顺序和每列含义。","[AUTO confidence=medium] 预测列数=3，gold 列数=1；需复核 gold 合理性。"
"20260714T090249Z-4d55cdb8","bird_1251","thrombosis_prediction","simple","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","SCHEMA_LINKING","table_or_join_path_mismatch","automatic_sql_structure","expression_or_projection_only","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","How many patients with an Ig G higher than normal?","SELECT COUNT(DISTINCT ID) FROM Laboratory WHERE IGG >= 2000","SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T3.ID = T2.ID WHERE T2.IGG >= 2000","生成 SQL 前记录表、字段来源和 JOIN 路径，并通过 Schema 校验。","[AUTO confidence=medium] 表集合不同：pred=['laboratory']，gold=['examination', 'laboratory', 'patient']；需复核 gold。"
"20260714T090249Z-4d55cdb8","bird_1252","thrombosis_prediction","moderate","SCHEMA_LINKING","table_or_join_path_mismatch","","","SCHEMA_LINKING","table_or_join_path_mismatch","automatic_sql_structure","","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","Among the patients with a normal Ig G level, how many of them have symptoms?","SELECT COUNT(DISTINCT L.ID) FROM Laboratory AS L INNER JOIN Examination AS E ON L.ID = E.ID WHERE L.IGG > 900 AND L.IGG < 2000 AND E.Symptoms IS NOT NULL","SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID INNER JOIN Examination AS T3 ON T3.ID = T2.ID WHERE T2.IGG BETWEEN 900 AND 2000 AND T3.Symptoms IS NOT NULL","生成 SQL 前记录表、字段来源和 JOIN 路径，并通过 Schema 校验。","[AUTO confidence=medium] 表集合不同：pred=['examination', 'laboratory']，gold=['examination', 'laboratory', 'patient']；需复核 gold。"
"20260714T090249Z-4d55cdb8","bird_1254","thrombosis_prediction","moderate","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","automatic_sql_structure","expression_or_projection_only","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","How many patients with a normal Ig A level came to the hospital after 1990/1/1?","SELECT COUNT(DISTINCT p.ID) FROM Patient p INNER JOIN Laboratory l ON p.ID = l.ID WHERE l.IGA > 80 AND l.IGA < 500 AND CAST(strftime('%Y', p.""First Date"") AS INTEGER) >= 1990","SELECT COUNT(T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.IGA BETWEEN 80 AND 500 AND  strftime('%Y',  T1.`First Date`) > '1990'","记录过滤字段、取值、时间范围和作用层级后再生成 SQL。","[AUTO confidence=low] 最终 SQL 已执行成功，但结果与 gold 不同；自动规则未发现更具体结构错误，需复核过滤范围或 gold 噪声。"
"20260714T090249Z-4d55cdb8","bird_1265","thrombosis_prediction","moderate","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","automatic_sql_structure","expression_or_projection_only","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","How many patients have a normal level of anti-ribonuclear protein and have been admitted to the hospital?","SELECT COUNT(DISTINCT p.ID) FROM Patient AS p INNER JOIN Laboratory AS l ON l.ID = p.ID WHERE p.Admission = '+' AND l.RNP IN ('-', '+-')","SELECT COUNT(DISTINCT T1.ID) FROM Patient AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.RNP = 'negative' OR T2.RNP = '0' AND T1.Admission = '+'","记录过滤字段、取值、时间范围和作用层级后再生成 SQL。","[AUTO confidence=low] 最终 SQL 已执行成功，但结果与 gold 不同；自动规则未发现更具体结构错误，需复核过滤范围或 gold 噪声。"
"20260714T090249Z-4d55cdb8","bird_1267","thrombosis_prediction","moderate","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","automatic_sql_structure","expression_or_projection_only","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","Among the patients with normal anti-SM, how many of them does not have thrombosis?","SELECT COUNT(DISTINCT L.ID) FROM Laboratory AS L INNER JOIN Examination AS E ON L.ID = E.ID WHERE L.SM IN ('negative', '0') AND E.Thrombosis = 0","SELECT COUNT(T1.ID) FROM Examination AS T1 INNER JOIN Laboratory AS T2 ON T1.ID = T2.ID WHERE T2.SM IN ('negative','0') AND T1.Thrombosis = 0","记录过滤字段、取值、时间范围和作用层级后再生成 SQL。","[AUTO confidence=low] 最终 SQL 已执行成功，但结果与 gold 不同；自动规则未发现更具体结构错误，需复核过滤范围或 gold 噪声。"
"20260714T090249Z-4d55cdb8","bird_129","financial","moderate","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","OUTPUT_CONTRACT","output_column_count_mismatch","automatic_sql_structure","expression_or_projection_only","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","Which are the top ten withdrawals (non-credit card) by district names for the month of January 1996?","SELECT d.A2, SUM(t.amount) AS total_withdrawal FROM trans AS t INNER JOIN account AS a ON t.account_id = a.account_id INNER JOIN district AS d ON a.district_id = d.district_id WHERE t.type = 'VYDAJ' AND t.date LIKE '1996-01%' GROUP BY d.A2 ORDER BY total_withdrawal DESC LIMIT 10","SELECT DISTINCT T1.A2 FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id INNER JOIN trans AS T3 ON T2.account_id = T3.account_id WHERE T3.type = 'VYDAJ' AND T3.date LIKE '1996-01%' ORDER BY A2 ASC LIMIT 10","生成输出契约并检查列数、顺序和每列含义。","[AUTO confidence=medium] 预测列数=2，gold 列数=1；需复核 gold 合理性。"
"20260714T090249Z-4d55cdb8","bird_1322","student_club","moderate","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","automatic_sql_structure","expression_or_projection_only","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","Among the events attended by more than 10 members of the Student_Club, how many of them are meetings?","SELECT COUNT(*) FROM event WHERE type = 'Meeting' AND event_id IN (SELECT link_to_event FROM attendance GROUP BY link_to_event HAVING COUNT(*) > 10);","SELECT T1.event_name FROM event AS T1  INNER JOIN attendance AS T2 ON T1.event_id = T2.link_to_event GROUP BY T1.event_id  HAVING COUNT(T2.link_to_event) > 10 EXCEPT SELECT T1.event_name  FROM event AS T1  WHERE T1.type = 'Meeting'","记录过滤字段、取值、时间范围和作用层级后再生成 SQL。","[AUTO confidence=low] 最终 SQL 已执行成功，但结果与 gold 不同；自动规则未发现更具体结构错误，需复核过滤范围或 gold 噪声。"
"20260714T090249Z-4d55cdb8","bird_1338","student_club","moderate","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","OUTPUT_CONTRACT","output_column_count_mismatch","automatic_sql_structure","tables, ORDER BY","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","Was each expense in October Meeting on October 8, 2019 approved?","SELECT e.expense_description, CASE WHEN LOWER(e.approved) = 'true' THEN 'True' ELSE 'False' END AS approved FROM expense e JOIN budget b ON e.link_to_budget = b.budget_id JOIN event ev ON b.link_to_event = ev.event_id WHERE ev.event_name LIKE '%October Meeting%' AND date(ev.event_date) = '2019-10-08' ORDER BY e.expense_description","SELECT T3.approved FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event INNER JOIN expense AS T3 ON T2.budget_id = T3.link_to_budget WHERE T1.event_name = 'October Meeting' AND T1.event_date LIKE '2019-10-08%'","生成输出契约并检查列数、顺序和每列含义。","[AUTO confidence=medium] 预测列数=2，gold 列数=1；需复核 gold 合理性。"
"20260714T090249Z-4d55cdb8","bird_1387","student_club","moderate","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","OUTPUT_CONTRACT","output_column_count_mismatch","automatic_sql_structure","tables","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","Which student has been entrusted to manage the budget for the Yearly Kickoff?","SELECT DISTINCT T4.first_name || ' ' || T4.last_name FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event INNER JOIN expense AS T3 ON T2.budget_id = T3.link_to_budget INNER JOIN member AS T4 ON T3.link_to_member = T4.member_id WHERE T1.event_name = 'Yearly Kickoff'","SELECT T4.first_name, T4.last_name FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event INNER JOIN expense AS T3 ON T2.budget_id = T3.link_to_budget INNER JOIN member AS T4 ON T3.link_to_member = T4.member_id WHERE T1.event_name = 'Yearly Kickoff'","生成输出契约并检查列数、顺序和每列含义。","[AUTO confidence=medium] 预测列数=1，gold 列数=2；需复核 gold 合理性。"
"20260714T090249Z-4d55cdb8","bird_1399","student_club","moderate","OUTPUT_CONTRACT","yes_no_vs_row_output_mismatch","","","OUTPUT_CONTRACT","yes_no_vs_row_output_mismatch","automatic_sql_structure","","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","Did Maya Mclean attend the 'Women's Soccer' event?","SELECT CASE WHEN EXISTS ( SELECT 1 FROM attendance AS A INNER JOIN member AS M ON A.link_to_member = M.member_id INNER JOIN event AS E ON A.link_to_event = E.event_id WHERE M.first_name = 'Maya' AND M.last_name = 'Mclean' AND E.event_name = 'Women''s Soccer' ) THEN 'Yes' ELSE 'No' END","SELECT CASE WHEN T3.event_name = 'Women''s Soccer' THEN 'YES' END AS result FROM member AS T1 INNER JOIN attendance AS T2 ON T1.member_id = T2.link_to_member INNER JOIN event AS T3 ON T2.link_to_event = T3.event_id WHERE T1.first_name = 'Maya' AND T1.last_name = 'Mclean'","在 FINAL 前检查应返回单个 YES/NO 还是逐行原始字段。","[AUTO confidence=medium] 预测与 gold 的 YES/NO 输出形式不同；可能包含 gold/Hint 冲突。"
"20260714T090249Z-4d55cdb8","bird_1427","student_club","moderate","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","OUTPUT_CONTRACT","output_column_count_mismatch","automatic_sql_structure","ORDER BY","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","What are the budget category of the events located at MU 215 and a guest speaker type with a 0 budget spent?","SELECT DISTINCT budget.category FROM budget INNER JOIN event ON budget.link_to_event = event.event_id WHERE event.location = 'MU 215' AND event.type = 'Guest Speaker' AND budget.spent = 0 ORDER BY budget.category","SELECT DISTINCT T2.category, T1.type FROM event AS T1 INNER JOIN budget AS T2 ON T1.event_id = T2.link_to_event WHERE T1.location = 'MU 215' AND T2.spent = 0 AND T1.type = 'Guest Speaker'","生成输出契约并检查列数、顺序和每列含义。","[AUTO confidence=medium] 预测列数=1，gold 列数=2；需复核 gold 合理性。"
"20260714T090249Z-4d55cdb8","bird_145","financial","moderate","SCHEMA_LINKING","table_or_join_path_mismatch","","","SCHEMA_LINKING","table_or_join_path_mismatch","automatic_sql_structure","","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","Who are the account holder identification numbers whose who have transactions on the credit card with the amount is less than the average, in 1998?","SELECT DISTINCT d.client_id FROM trans AS t JOIN disp AS d ON t.account_id = d.account_id WHERE d.type = 'OWNER' AND t.operation = 'VYBER KARTOU' AND t.date >= '1998-01-01' AND t.date < '1999-01-01' AND t.amount < (SELECT AVG(t2.amount) FROM trans AS t2 WHERE t2.operation = 'VYBER KARTOU' AND t2.date >= '1998-01-01' AND t2.date < '1999-01-01')","SELECT T1.account_id FROM trans AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id WHERE STRFTIME('%Y', T1.date) = '1998' AND T1.operation = 'VYBER KARTOU' AND T1.amount < (SELECT AVG(amount) FROM trans WHERE STRFTIME('%Y', date) = '1998')","生成 SQL 前记录表、字段来源和 JOIN 路径，并通过 Schema 校验。","[AUTO confidence=medium] 表集合不同：pred=['disp', 'trans']，gold=['account', 'trans']；需复核 gold。"
"20260714T090249Z-4d55cdb8","bird_1472","debit_card_specializing","moderate","UNVERIFIED_FINAL","final_sql_changed_after_unparseable_observation","UNVERIFIED_FINAL","final_sql_changed_after_unparseable_observation","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","automatic_sql_structure","expression_or_projection_only","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","In 2012, who had the least consumption in LAM?","SELECT y.CustomerID FROM yearmonth AS y JOIN customers AS c ON y.CustomerID = c.CustomerID WHERE c.Segment = 'LAM' AND y.Date BETWEEN '201201' AND '201212' ORDER BY y.Consumption ASC, y.CustomerID ASC LIMIT 1","SELECT T1.CustomerID FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Segment = 'LAM' AND SUBSTR(T2.Date, 1, 4) = '2012' GROUP BY T1.CustomerID ORDER BY SUM(T2.Consumption) ASC LIMIT 1","生成 SQL 前明确统计对象、分组键、聚合函数和聚合后的排序字段。","[AUTO confidence=medium] 预测与 gold 的聚合结构不同：group by, sum(。"
"20260714T090249Z-4d55cdb8","bird_1481","debit_card_specializing","challenging","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","","","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","automatic_sql_structure","","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","What is the difference in the annual average consumption of the customers with the least amount of consumption paid in CZK for 2013 between SME and LAM, LAM and KAM, and KAM and SME?","WITH annual AS (SELECT c.Segment, ym.CustomerID, SUM(ym.Consumption) AS annual_consumption FROM yearmonth AS ym JOIN customers AS c ON ym.CustomerID = c.CustomerID WHERE c.Currency = 'CZK' AND c.Segment IN ('SME', 'LAM', 'KAM') AND ym.Date BETWEEN '201301' AND '201312' GROUP BY c.Segment, ym.CustomerID), segment_min AS (SELECT Segment, MIN(annual_consumption) AS min_annual_consumption FROM annual GROUP BY Segment), segment_avg AS (SELECT a.Segment, AVG(a.annual_consumption) AS annual_avg_consumption FROM annual AS a JOIN segment_min AS m ON a.Segment = m.Segment AND a.annual_consumption = m.min_annual_consumption GROUP BY a.Segment) SELECT (SELECT annual_avg_consumption FROM segment_avg WHERE Segment = 'SME') - (SELECT annual_avg_consumption FROM segment_avg WHERE Segment = 'LAM') AS difference_sme_lam, (SELECT annual_avg_consumption FROM segment_avg WHERE Segment = 'LAM') - (SELECT annual_avg_consumption FROM segment_avg WHERE Segment = 'KAM') AS difference_lam_kam, (SELECT annual_avg_consumption FROM segment_avg WHERE Segment = 'KAM') - (SELECT annual_avg_consumption FROM segment_avg WHERE Segment = 'SME') AS difference_kam_sme;","SELECT CAST(SUM(IIF(T1.Segment = 'SME', T2.Consumption, 0)) AS REAL) / COUNT(T1.CustomerID) - CAST(SUM(IIF(T1.Segment = 'LAM', T2.Consumption, 0)) AS REAL) / COUNT(T1.CustomerID) , CAST(SUM(IIF(T1.Segment = 'LAM', T2.Consumption, 0)) AS REAL) / COUNT(T1.CustomerID) - CAST(SUM(IIF(T1.Segment = 'KAM', T2.Consumption, 0)) AS REAL) / COUNT(T1.CustomerID) , CAST(SUM(IIF(T1.Segment = 'KAM', T2.Consumption, 0)) AS REAL) / COUNT(T1.CustomerID) - CAST(SUM(IIF(T1.Segment = 'SME', T2.Consumption, 0)) AS REAL) / COUNT(T1.CustomerID) FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Currency = 'CZK' AND T2.Consumption = ( SELECT MIN(Consumption) FROM yearmonth ) AND T2.Date BETWEEN 201301 AND 201312","生成 SQL 前明确统计对象、分组键、聚合函数和聚合后的排序字段。","[AUTO confidence=medium] 预测与 gold 的聚合结构不同：group by, avg(, count(。"
"20260714T090249Z-4d55cdb8","bird_1482","debit_card_specializing","challenging","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","OUTPUT_CONTRACT","output_column_count_mismatch","automatic_sql_structure","tables, LIMIT","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","Which of the three segments鈥擲ME, LAM and KAM鈥攈as the biggest and lowest percentage increases in consumption paid in EUR between 2012 and 2013?","WITH segment_totals AS (SELECT c.Segment, SUM(CASE WHEN substr(y.Date, 1, 4) = '2012' THEN y.Consumption ELSE 0 END) AS cons_2012, SUM(CASE WHEN substr(y.Date, 1, 4) = '2013' THEN y.Consumption ELSE 0 END) AS cons_2013 FROM yearmonth y JOIN customers c ON y.CustomerID = c.CustomerID WHERE c.Currency = 'EUR' AND c.Segment IN ('SME', 'LAM', 'KAM') AND substr(y.Date, 1, 4) IN ('2012', '2013') GROUP BY c.Segment), pct AS (SELECT Segment, (cons_2013 - cons_2012) * 100.0 / NULLIF(cons_2013, 0) AS pct_increase FROM segment_totals), max_seg AS (SELECT Segment, 1 AS ord FROM pct ORDER BY pct_increase DESC LIMIT 1), min_seg AS (SELECT Segment, 2 AS ord FROM pct ORDER BY pct_increase ASC LIMIT 1), combined AS (SELECT Segment, ord FROM max_seg UNION ALL SELECT Segment, ord FROM min_seg) SELECT Segment FROM combined ORDER BY ord;","SELECT CAST((SUM(IIF(T1.Segment = 'SME' AND T2.Date LIKE '2013%', T2.Consumption, 0)) - SUM(IIF(T1.Segment = 'SME' AND T2.Date LIKE '2012%', T2.Consumption, 0))) AS FLOAT) * 100 / SUM(IIF(T1.Segment = 'SME' AND T2.Date LIKE '2012%', T2.Consumption, 0)), CAST(SUM(IIF(T1.Segment = 'LAM' AND T2.Date LIKE '2013%', T2.Consumption, 0)) - SUM(IIF(T1.Segment = 'LAM' AND T2.Date LIKE '2012%', T2.Consumption, 0)) AS FLOAT) * 100 / SUM(IIF(T1.Segment = 'LAM' AND T2.Date LIKE '2012%', T2.Consumption, 0)) , CAST(SUM(IIF(T1.Segment = 'KAM' AND T2.Date LIKE '2013%', T2.Consumption, 0)) - SUM(IIF(T1.Segment = 'KAM' AND T2.Date LIKE '2012%', T2.Consumption, 0)) AS FLOAT) * 100 / SUM(IIF(T1.Segment = 'KAM' AND T2.Date LIKE '2012%', T2.Consumption, 0)) FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID","生成输出契约并检查列数、顺序和每列含义。","[AUTO confidence=medium] 预测列数=1，gold 列数=3；需复核 gold 合理性。"
"20260714T090249Z-4d55cdb8","bird_1498","debit_card_specializing","simple","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","","","AGGREGATION_REASONING","aggregation_or_grouping_mismatch","automatic_sql_structure","","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","What is the highest monthly consumption in the year 2012?","SELECT MAX(Consumption) AS HighestMonthlyConsumption FROM yearmonth WHERE substr(Date,1,4) = '2012'","SELECT SUM(Consumption) FROM yearmonth WHERE SUBSTR(Date, 1, 4) = '2012' GROUP BY SUBSTR(Date, 5, 2) ORDER BY SUM(Consumption) DESC LIMIT 1","生成 SQL 前明确统计对象、分组键、聚合函数和聚合后的排序字段。","[AUTO confidence=medium] 预测与 gold 的聚合结构不同：group by, sum(, max(。"
"20260714T090249Z-4d55cdb8","bird_1505","debit_card_specializing","simple","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","SEMANTIC_REVIEW_REQUIRED","filter_scope_or_expression_mismatch","automatic_sql_structure","expression_or_projection_only","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","Among the customers who paid in euro, how many of them have a monthly consumption of over 1000?","SELECT COUNT(DISTINCT T1.CustomerID) FROM customers AS T1 INNER JOIN yearmonth AS T2 ON T1.CustomerID = T2.CustomerID WHERE T1.Currency = 'EUR' AND T2.Consumption > 1000","SELECT COUNT(*) FROM yearmonth AS T1 INNER JOIN customers AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.Currency = 'EUR' AND T1.Consumption > 1000.00","记录过滤字段、取值、时间范围和作用层级后再生成 SQL。","[AUTO confidence=low] 最终 SQL 已执行成功，但结果与 gold 不同；自动规则未发现更具体结构错误，需复核过滤范围或 gold 噪声。"
"20260714T090249Z-4d55cdb8","bird_1524","debit_card_specializing","simple","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","SCHEMA_LINKING","table_or_join_path_mismatch","automatic_sql_structure","tables, GROUP BY, aggregate","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","What's the nationality of the customer who spent 548.4 in 2012/8/24?","SELECT DISTINCT C.Currency FROM transactions_1k AS T INNER JOIN customers AS C ON T.CustomerID = C.CustomerID WHERE (date(T.Date) = '2012-08-24' OR substr(replace(T.Date, '/', '-'), 1, 10) IN ('2012-08-24', '2012-8-24')) AND ABS(T.Amount * T.Price - 548.4) < 0.01","SELECT T2.Country FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID WHERE T1.Date = '2012-08-24' AND T1.Price  = 548.4","生成 SQL 前记录表、字段来源和 JOIN 路径，并通过 Schema 校验。","[AUTO confidence=medium] 表集合不同：pred=['customers', 'transactions_1k']，gold=['gasstations', 'transactions_1k']；需复核 gold。"
"20260714T090249Z-4d55cdb8","bird_1529","debit_card_specializing","moderate","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","UNVERIFIED_FINAL","final_sql_rewritten_after_incorrect_observation","SCHEMA_LINKING","table_or_join_path_mismatch","automatic_sql_structure","expression_or_projection_only","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","What is the amount spent by customer ""38508"" at the gas stations? How much had the customer spent in January 2012?","SELECT (SELECT SUM(t.Amount * t.Price) FROM transactions_1k t WHERE t.CustomerID = 38508) AS amount_spent_at_gas_stations, (SELECT SUM(y.Consumption) FROM yearmonth y WHERE y.CustomerID = 38508 AND y.Date = '201201') AS amount_spent_in_january_2012;","SELECT SUM(T1.Price ) , SUM(IIF(T3.Date = '201201', T1.Price, 0)) FROM transactions_1k AS T1 INNER JOIN gasstations AS T2 ON T1.GasStationID = T2.GasStationID INNER JOIN yearmonth AS T3 ON T1.CustomerID = T3.CustomerID WHERE T1.CustomerID = '38508'","生成 SQL 前记录表、字段来源和 JOIN 路径，并通过 Schema 校验。","[AUTO confidence=medium] 表集合不同：pred=['transactions_1k', 'yearmonth']，gold=['gasstations', 'transactions_1k', 'yearmonth']；需复核 gold。"
"20260714T090249Z-4d55cdb8","bird_1531","debit_card_specializing","moderate","AGGREGATION_REASONING","sort_direction_or_order_scope_mismatch","","","AGGREGATION_REASONING","sort_direction_or_order_scope_mismatch","automatic_sql_structure","","retrieval_complete_mining_abstained_semantic_failure","[]","[]","[]","Who is the top spending customer and how much is the average price per single item purchased by this customer? What currency was being used?","SELECT t.CustomerID, SUM(t.Amount * t.Price) * 1.0 / NULLIF(SUM(t.Amount), 0) AS average_price_per_single_item, c.Currency FROM transactions_1k AS t INNER JOIN customers AS c ON t.CustomerID = c.CustomerID GROUP BY t.CustomerID, c.Currency ORDER BY SUM(t.Amount * t.Price) DESC LIMIT 1;","SELECT T2.CustomerID, SUM(T2.Price / T2.Amount), T1.Currency FROM customers AS T1 INNER JOIN transactions_1k AS T2 ON T1.CustomerID = T2.CustomerID WHERE T2.CustomerID = ( SELECT CustomerID FROM yearmonth ORDER BY Consumption DESC LIMIT 1 ) GROUP BY T2.CustomerID, T1.Currency","显式记录排序指标、方向以及排序发生在聚合前还是聚合后。","[AUTO confidence=medium] 排序结构不同：pred=['implicit']，gold=['desc']。"
